observation_id,endemic,binomial_name,country,code,class_id,file_path,label,target
18085158,False,Trimeresurus albolabris,Tsuen Wan,HK,1463,2018/Trimeresurus_albolabris/27651623.jpg,Trimeresurus albolabris,92
55245753,False,Python molurus,Rajasthan,IN,1252,2008/Python_molurus/87956981.jpeg,Python molurus,85
37372908,False,Gonyosoma oxycephalum,West Java,ID,655,2020/Gonyosoma_oxycephalum/59236013.jpeg,Gonyosoma oxycephalum,46
59863825,False,Coelognathus helena,Maharashtra,IN,314,2020/Coelognathus_helena/95686161.jpg,Coelognathus helena,26
100895462,False,Indotyphlops braminus,California,US,742,2021/Indotyphlops_braminus/168447597.jpeg,Indotyphlops braminus,54
103470281,False,Hypnale hypnale,Western,LK,721,2021/Hypnale_hypnale/173180925.jpeg,Hypnale hypnale,52
67469152,False,Boiga cyanea,Kedah,MY,149,2019/Boiga_cyanea/109010828.jpeg,Boiga cyanea,10
79287553,False,Daboia russelii,Tamil Nadu,IN,415,2017/Daboia_russelii/129849045.jpg,Daboia russelii,30
17021105,True,Elaphe taeniura,Taiwan,TW,545,2018/Elaphe_taeniura/25743365.jpg,Elaphe taeniura,38
83567253,False,Eryx johnii,Tamil Nadu,IN,606,2021/Eryx_johnii/137261121.jpeg,Eryx johnii,40
30068,False,Opisthotropis andersonii,unknown,HK,1052,2011/Opisthotropis_andersonii/52508.jpg,Opisthotropis andersonii,70
12227665,False,Ptyas mucosa,Maharashtra,IN,1245,2018/Ptyas_mucosa/17572459.jpeg,Ptyas mucosa,83
53957719,False,Naja naja,Karnataka,IN,985,2020/Naja_naja/85832886.jpeg,Naja naja,64
83395904,False,Python molurus,Andhra Pradesh,IN,1252,2021/Python_molurus/136961946.jpeg,Python molurus,85
22680015,False,Ptyas mucosa,Central,LK,1245,2019/Ptyas_mucosa/35142339.jpg,Ptyas mucosa,83
11488455,False,Pareas margaritophorus,Tai Po,HK,1101,2018/Pareas_margaritophorus/16398198.jpeg,Pareas margaritophorus,74
78958195,False,Ptyas carinata,Phetchaburi,TH,1240,2019/Ptyas_carinata/129279158.jpg,Ptyas carinata,80
73312177,False,Dendrelaphis tristis,Kerala,IN,450,2021/Dendrelaphis_tristis/119670454.jpeg,Dendrelaphis tristis,36
8969615,False,Echis carinatus,Sistan and Baluchestan,IR,521,2017/Echis_carinatus/12097085.jpeg,Echis carinatus,37
85466281,False,Indotyphlops braminus,Chhattisgarh,IN,742,2021/Indotyphlops_braminus/140624404.jpeg,Indotyphlops braminus,54
10293722,False,Echis carinatus,Umm al Qaywayn,AE,521,2018/Echis_carinatus/14255218.jpg,Echis carinatus,37
99390669,False,Indotyphlops braminus,Quintana Roo,MX,742,2021/Indotyphlops_braminus/165669197.jpeg,Indotyphlops braminus,54
91108494,False,Fowlea piscator,Chhattisgarh,IN,624,2021/Fowlea_piscator/150651015.jpeg,Fowlea piscator,44
22135215,True,Elaphe taeniura,Taiwan,TW,545,2019/Elaphe_taeniura/34270580.jpeg,Elaphe taeniura,38
38027946,False,Protobothrops mucrosquamatus,Taipei,TW,1170,2020/Protobothrops_mucrosquamatus/60377989.jpeg,Protobothrops mucrosquamatus,76
59949332,False,Bungarus caeruleus,Chhattisgarh,IN,220,2020/Bungarus_caeruleus/95827543.jpg,Bungarus caeruleus,16
101466755,False,Naja naja,Northern Province,LK,985,2021/Naja_naja/169465458.jpeg,Naja naja,64
27152225,False,Ptyas mucosa,Fukien,TW,1245,2019/Ptyas_mucosa/42216475.jpeg,Ptyas mucosa,83
92220851,False,Boiga trigonata,Maharashtra,IN,166,2021/Boiga_trigonata/152662752.jpeg,Boiga trigonata,15
38441268,False,Python bivittatus,Florida,US,1249,2020/Python_bivittatus/61094446.jpeg,Python bivittatus,84
63299813,False,Chrysopelea ornata,Penang,MY,304,2020/Chrysopelea_ornata/101567257.jpeg,Chrysopelea ornata,23
70663165,False,Eryx conicus,Odisha,IN,603,2021/Eryx_conicus/114917651.jpg,Eryx conicus,39
16992318,False,Dendrelaphis pictus,Negeri Sembilan,MY,444,2018/Dendrelaphis_pictus/25692537.jpeg,Dendrelaphis pictus,34
79668374,False,Oligodon arnensis,Maharashtra,IN,1030,2020/Oligodon_arnensis/130500180.jpg,Oligodon arnensis,65
103507393,False,Bungarus fasciatus,West Kalimantan,ID,223,2021/Bungarus_fasciatus/173250575.jpeg,Bungarus fasciatus,17
20786970,False,Indotyphlops braminus,Florida,US,742,2019/Indotyphlops_braminus/32057573.jpg,Indotyphlops braminus,54
9547984,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2018/Trimeresurus_purpureomaculatus/13026956.jpeg,Trimeresurus purpureomaculatus,95
64348666,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2020/Trimeresurus_purpureomaculatus/103439522.jpeg,Trimeresurus purpureomaculatus,95
70887126,False,Hydrophis platurus,Colima,MX,715,2021/Hydrophis_platurus/115322112.jpg,Hydrophis platurus,50
20755702,False,Ptyas mucosa,unknown,unknown,1245,2018/Ptyas_mucosa/32005476.jpg,Ptyas mucosa,83
41365298,False,Coelognathus flavolineatus,North Kalimantan,ID,313,2015/Coelognathus_flavolineatus/65616315.jpeg,Coelognathus flavolineatus,25
102058705,False,Ptyas mucosa,Telangana,IN,1245,2021/Ptyas_mucosa/170533145.jpeg,Ptyas mucosa,83
27028172,False,Protobothrops mucrosquamatus,Taiwan,TW,1170,2019/Protobothrops_mucrosquamatus/42010335.jpeg,Protobothrops mucrosquamatus,76
52890864,False,Ahaetulla prasina,Guangdong,CN,38,2012/Ahaetulla_prasina/84100561.jpeg,Ahaetulla prasina,6
84994410,False,Lycodon anamallensis,Karnataka,IN,835,2021/Lycodon_anamallensis/139768577.jpeg,Lycodon anamallensis,57
31453831,False,Protobothrops mucrosquamatus,Hai Phong,VN,1170,2019/Protobothrops_mucrosquamatus/49228636.jpeg,Protobothrops mucrosquamatus,76
76140911,False,Trimeresurus albolabris,Sai Kung,HK,1463,2021/Trimeresurus_albolabris/124568134.jpg,Trimeresurus albolabris,92
99191710,False,Fowlea piscator,Tamil Nadu,IN,624,2021/Fowlea_piscator/165302972.jpg,Fowlea piscator,44
82009088,False,Ptyas carinata,Johor,MY,1240,2021/Ptyas_carinata/134560779.jpeg,Ptyas carinata,80
13975295,False,Laticauda colubrina,Krabi,TH,778,2014/Laticauda_colubrina/20657498.jpeg,Laticauda colubrina,55
15781480,False,Ptyas mucosa,Taiwan,TW,1245,2018/Ptyas_mucosa/23580785.jpeg,Ptyas mucosa,83
18414538,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/28147914.jpeg,Echis carinatus,37
40733697,False,Ptyas korros,Perak,MY,1243,2015/Ptyas_korros/64574542.jpg,Ptyas korros,82
20757409,True,Sinomicrurus macclellandi,unknown,unknown,1338,2018/Sinomicrurus_macclellandi/32008058.jpg,Sinomicrurus macclellandi,90
88724617,False,Lycodon aulicus,Assam,IN,836,2021/Lycodon_aulicus/146550062.jpeg,Lycodon aulicus,58
19660349,False,Python bivittatus,Florida,US,1249,2009/Python_bivittatus/30279184.jpg,Python bivittatus,84
1831885,False,Laticauda colubrina,Calabarzon,PH,778,2015/Laticauda_colubrina/2224241.jpg,Laticauda colubrina,55
52254011,False,Coelognathus radiatus,Ha Noi,VN,315,2020/Coelognathus_radiatus/83055996.jpg,Coelognathus radiatus,27
33742490,False,Oligodon taeniolatus,Rajasthan,IN,1045,2017/Oligodon_taeniolatus/53028281.jpeg,Oligodon taeniolatus,68
37811146,False,Malayopython reticulatus,Phetchaburi,TH,884,2020/Malayopython_reticulatus/60016647.jpg,Malayopython reticulatus,62
106173971,False,Echis carinatus,Muhafazat Masqat,OM,521,2022/Echis_carinatus/178313807.jpeg,Echis carinatus,37
45340255,False,Coelognathus radiatus,Bangkok,TH,315,2020/Coelognathus_radiatus/71893725.jpeg,Coelognathus radiatus,27
56290918,False,Indotyphlops braminus,Sai Kung,HK,742,2020/Indotyphlops_braminus/89695613.jpg,Indotyphlops braminus,54
68974271,False,Python bivittatus,Florida,US,1249,2021/Python_bivittatus/111816829.jpg,Python bivittatus,84
27787534,False,Chrysopelea ornata,Vientiane,LA,304,2019/Chrysopelea_ornata/43271543.jpeg,Chrysopelea ornata,23
93018745,False,Protobothrops mucrosquamatus,Taiwan,TW,1170,2021/Protobothrops_mucrosquamatus/154103985.jpg,Protobothrops mucrosquamatus,76
102598218,False,Coelognathus radiatus,Selangor,MY,315,2021/Coelognathus_radiatus/171543569.jpg,Coelognathus radiatus,27
34902552,False,Coelognathus helena,Karnataka,IN,314,2018/Coelognathus_helena/54928892.jpeg,Coelognathus helena,26
33353964,False,Rhabdophis chrysargos,Lampung,ID,1266,2019/Rhabdophis_chrysargos/52382209.jpg,Rhabdophis chrysargos,86
90402437,False,Python bivittatus,Guangdong,CN,1249,2021/Python_bivittatus/149407989.jpg,Python bivittatus,84
106237274,False,Ahaetulla prasina,Phatthalung,TH,38,2022/Ahaetulla_prasina/178432322.jpeg,Ahaetulla prasina,6
35519351,False,Naja naja,Tamil Nadu,IN,985,2019/Naja_naja/56015887.jpg,Naja naja,64
22840579,False,Indotyphlops braminus,Quintana Roo,MX,742,2019/Indotyphlops_braminus/35401414.jpeg,Indotyphlops braminus,54
17076119,False,Boiga forsteni,Karnataka,IN,154,2018/Boiga_forsteni/25845600.jpeg,Boiga forsteni,12
67849181,True,Craspedocephalus malabaricus,Karnataka,IN,351,2021/Craspedocephalus_malabaricus/109727734.jpeg,Craspedocephalus malabaricus,29
31277212,False,Trimeresurus albolabris,Sai Kung,HK,1463,2019/Trimeresurus_albolabris/48939525.jpg,Trimeresurus albolabris,92
70451585,False,Eryx whitakeri,Goa,IN,609,2021/Eryx_whitakeri/114537872.jpg,Eryx whitakeri,41
80152333,False,Fowlea piscator,Karnataka,IN,624,2021/Fowlea_piscator/131345645.jpeg,Fowlea piscator,44
32638791,False,Python bivittatus,Quang Ninh,VN,1249,2019/Python_bivittatus/51208278.jpg,Python bivittatus,84
86823518,False,Indotyphlops braminus,West Java,ID,742,2021/Indotyphlops_braminus/143101638.jpg,Indotyphlops braminus,54
39824501,False,Coelognathus radiatus,unknown,HK,315,2015/Coelognathus_radiatus/63221703.jpeg,Coelognathus radiatus,27
102512715,False,Pareas carinatus,Central Java,ID,1094,2021/Pareas_carinatus/171381778.jpeg,Pareas carinatus,73
88799039,True,Oreocryptophis porphyraceus,Yunnan,CN,1056,2021/Oreocryptophis_porphyraceus/146562907.jpg,Oreocryptophis porphyraceus,71
70486839,False,Ahaetulla prasina,Central Java,ID,38,2021/Ahaetulla_prasina/114601540.jpeg,Ahaetulla prasina,6
51450489,False,Malayopython reticulatus,Sabah,MY,884,2019/Malayopython_reticulatus/81745124.jpg,Malayopython reticulatus,62
89748813,False,Python bivittatus,Tai Po,HK,1249,2021/Python_bivittatus/148243851.jpg,Python bivittatus,84
17242588,False,Rhabdophis subminiatus,Guangdong,CN,1276,2018/Rhabdophis_subminiatus/26149937.jpeg,Rhabdophis subminiatus,87
105763690,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2022/Trimeresurus_purpureomaculatus/177532857.jpeg,Trimeresurus purpureomaculatus,95
91497935,False,Ptyas mucosa,West Bengal,IN,1245,2020/Ptyas_mucosa/151359016.jpg,Ptyas mucosa,83
47070789,False,Fowlea piscator,Dhaka,BD,624,2018/Fowlea_piscator/74652861.jpeg,Fowlea piscator,44
67614405,True,Elaphe taeniura,Guangdong,CN,545,2021/Elaphe_taeniura/109287001.jpg,Elaphe taeniura,38
94545655,False,Xenopeltis unicolor,Sarawak,MY,1559,2010/Xenopeltis_unicolor/156849425.jpeg,Xenopeltis unicolor,97
37737621,False,Ahaetulla prasina,Johor,MY,38,2019/Ahaetulla_prasina/59885514.jpg,Ahaetulla prasina,6
67662440,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2021/Trimeresurus_purpureomaculatus/109375575.jpeg,Trimeresurus purpureomaculatus,95
74821614,False,Daboia russelii,Kerala,IN,415,2021/Daboia_russelii/122337168.jpeg,Daboia russelii,30
18369344,False,Lycodon travancoricus,Kerala,IN,856,2018/Lycodon_travancoricus/28076109.jpg,Lycodon travancoricus,61
39382881,False,Ptyas mucosa,Central,LK,1245,2020/Ptyas_mucosa/62471754.jpeg,Ptyas mucosa,83
31291192,True,Craspedocephalus gramineus,Maharashtra,IN,349,2019/Craspedocephalus_gramineus/48961264.jpeg,Craspedocephalus gramineus,28
37548574,False,Ahaetulla prasina,Surat Thani,TH,38,2016/Ahaetulla_prasina/59545232.jpg,Ahaetulla prasina,6
34572045,False,Boiga cyanea,Koh Kong,KH,149,2012/Boiga_cyanea/54423839.jpg,Boiga cyanea,10
74063370,False,Malayopython reticulatus,Sabah,MY,884,2008/Malayopython_reticulatus/121002507.jpg,Malayopython reticulatus,62
65968520,False,Hydrophis platurus,Guerrero,MX,715,2020/Hydrophis_platurus/106250378.jpg,Hydrophis platurus,50
80654290,False,Ptyas mucosa,Taiwan,TW,1245,2021/Ptyas_mucosa/132411908.jpeg,Ptyas mucosa,83
105212756,False,Indotyphlops braminus,Karnataka,IN,742,2022/Indotyphlops_braminus/176480973.jpeg,Indotyphlops braminus,54
60310633,False,Trimeresurus septentrionalis,Central Region,NP,1483,2020/Trimeresurus_septentrionalis/96426033.jpeg,Trimeresurus septentrionalis,96
56397967,False,Hypnale hypnale,Goa,IN,721,2017/Hypnale_hypnale/89875409.jpg,Hypnale hypnale,52
48410044,False,Ahaetulla prasina,Nakhon Si Thammarat,TH,38,2018/Ahaetulla_prasina/76811893.jpg,Ahaetulla prasina,6
100133222,True,Craspedocephalus malabaricus,Karnataka,IN,351,2021/Craspedocephalus_malabaricus/167084697.jpg,Craspedocephalus malabaricus,29
101541879,False,Malayopython reticulatus,Kuala Lumpur,MY,884,2021/Malayopython_reticulatus/169590350.jpg,Malayopython reticulatus,62
42481827,False,Ptyas mucosa,Chiang Mai,TH,1245,2020/Ptyas_mucosa/67454538.jpg,Ptyas mucosa,83
64110289,False,Ahaetulla mycterizans,West Java,ID,35,2020/Ahaetulla_mycterizans/103029918.jpg,Ahaetulla mycterizans,3
1105286,False,Ahaetulla prasina,Phangnga,TH,38,2014/Ahaetulla_prasina/1389567.JPG,Ahaetulla prasina,6
31953081,False,Indotyphlops braminus,Tabasco,MX,742,2018/Indotyphlops_braminus/50063823.jpeg,Indotyphlops braminus,54
69985478,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2021/Trimeresurus_purpureomaculatus/113686888.jpg,Trimeresurus purpureomaculatus,95
44688444,False,Indotyphlops braminus,Johor,MY,742,2020/Indotyphlops_braminus/70850601.jpg,Indotyphlops braminus,54
79644785,False,Rhabdophis chrysargos,Lampung,ID,1266,2021/Rhabdophis_chrysargos/130468724.jpeg,Rhabdophis chrysargos,86
103669112,False,Ahaetulla prasina,Kedah,MY,38,2021/Ahaetulla_prasina/173561906.jpeg,Ahaetulla prasina,6
105317519,False,Ahaetulla prasina,unknown,SG,38,2022/Ahaetulla_prasina/176683394.jpeg,Ahaetulla prasina,6
38762300,False,Chrysopelea paradisi,Mimaropa,PH,305,2019/Chrysopelea_paradisi/61656670.jpg,Chrysopelea paradisi,24
104269407,False,Ptyas mucosa,Kerala,IN,1245,2022/Ptyas_mucosa/174676884.jpeg,Ptyas mucosa,83
6787374,False,Chrysopelea paradisi,Sabah,MY,305,2016/Chrysopelea_paradisi/8631907.jpg,Chrysopelea paradisi,24
38598628,False,Lycodon capucinus,Selangor,MY,838,2008/Lycodon_capucinus/61366837.jpg,Lycodon capucinus,59
87679215,False,Fowlea piscator,Karnataka,IN,624,2021/Fowlea_piscator/144584917.jpeg,Fowlea piscator,44
97022586,False,Psammophis schokari,Eastern Province,SA,1190,2021/Psammophis_schokari/161273191.jpeg,Psammophis schokari,78
88367058,False,Chrysopelea paradisi,Johor,MY,305,2021/Chrysopelea_paradisi/145789600.jpg,Chrysopelea paradisi,24
82308908,False,Python molurus,Kerala,IN,1252,2021/Python_molurus/135077650.jpeg,Python molurus,85
68494563,True,Craspedocephalus malabaricus,Karnataka,IN,351,2021/Craspedocephalus_malabaricus/110921482.jpeg,Craspedocephalus malabaricus,29
29731,True,Psammodynastes pulverulentus,Wanchai,HK,1173,2011/Psammodynastes_pulverulentus/52000.jpg,Psammodynastes pulverulentus,77
25539976,False,Chrysopelea paradisi,Pahang,MY,305,2019/Chrysopelea_paradisi/39572512.jpg,Chrysopelea paradisi,24
303516,False,Indotyphlops braminus,Florida,US,742,2013/Indotyphlops_braminus/376600.jpg,Indotyphlops braminus,54
96235531,False,Ahaetulla prasina,West Java,ID,38,2021/Ahaetulla_prasina/159851104.jpeg,Ahaetulla prasina,6
18425125,False,Dendrelaphis pictus,Sarawak,MY,444,2018/Dendrelaphis_pictus/28166706.jpeg,Dendrelaphis pictus,34
58351814,False,Trimeresurus albolabris,Sha Tin,HK,1463,2020/Trimeresurus_albolabris/93153945.jpg,Trimeresurus albolabris,92
102371515,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2021/Trimeresurus_purpureomaculatus/171106627.jpeg,Trimeresurus purpureomaculatus,95
17240125,False,Trimeresurus albolabris,Tsuen Wan,HK,1463,2018/Trimeresurus_albolabris/26145481.jpeg,Trimeresurus albolabris,92
82295905,False,Ahaetulla oxyrhyncha,Tamil Nadu,IN,37,2021/Ahaetulla_oxyrhyncha/135056731.jpeg,Ahaetulla oxyrhyncha,5
9105151,False,Malayopython reticulatus,Melaka,MY,884,2010/Malayopython_reticulatus/12300536.jpg,Malayopython reticulatus,62
37886509,False,Fowlea piscator,Goa,IN,624,2020/Fowlea_piscator/60128262.jpeg,Fowlea piscator,44
36692325,False,Rhabdophis subminiatus,Lam Dong,VN,1276,2019/Rhabdophis_subminiatus/58038455.jpg,Rhabdophis subminiatus,87
98946577,False,Ptyas mucosa,Gujarat,IN,1245,2021/Ptyas_mucosa/164852625.jpeg,Ptyas mucosa,83
69090335,False,Malayopython reticulatus,unknown,SG,884,2021/Malayopython_reticulatus/112032534.jpg,Malayopython reticulatus,62
87686809,False,Echis carinatus,Karnataka,IN,521,2021/Echis_carinatus/144598494.jpeg,Echis carinatus,37
64017877,False,Boiga multomaculata,Ninh Binh,VN,161,2020/Boiga_multomaculata/102845747.jpg,Boiga multomaculata,13
9573182,False,Ahaetulla prasina,unknown,SG,38,2018/Ahaetulla_prasina/13069296.jpeg,Ahaetulla prasina,6
48617289,False,Boiga trigonata,Odisha,IN,166,2020/Boiga_trigonata/77151630.jpg,Boiga trigonata,15
53456127,False,Trimeresurus albolabris,Central and Western,HK,1463,2020/Trimeresurus_albolabris/85023507.jpeg,Trimeresurus albolabris,92
63556891,False,Gonyosoma oxycephalum,Koh Kong,KH,655,2012/Gonyosoma_oxycephalum/102020624.jpg,Gonyosoma oxycephalum,46
103884034,False,Chrysopelea paradisi,Johor,MY,305,2021/Chrysopelea_paradisi/173980596.jpg,Chrysopelea paradisi,24
70195018,False,Boiga trigonata,Madhya Pradesh,IN,166,2021/Boiga_trigonata/114061907.jpeg,Boiga trigonata,15
10228235,False,Indotyphlops braminus,West Java,ID,742,2018/Indotyphlops_braminus/14138263.jpeg,Indotyphlops braminus,54
67565412,False,Lycodon aulicus,Black River,MU,836,2021/Lycodon_aulicus/109193893.jpeg,Lycodon aulicus,58
92688309,False,Lycodon anamallensis,Kerala,IN,835,2021/Lycodon_anamallensis/153506380.jpeg,Lycodon anamallensis,57
19820559,False,Dendrelaphis pictus,West Java,ID,444,2018/Dendrelaphis_pictus/30552698.jpeg,Dendrelaphis pictus,34
33881503,False,Boiga multomaculata,Sai Kung,HK,161,2019/Boiga_multomaculata/53263506.jpg,Boiga multomaculata,13
47993734,False,Indotyphlops braminus,Uttar Pradesh,IN,742,2019/Indotyphlops_braminus/76129946.jpeg,Indotyphlops braminus,54
84576144,False,Daboia russelii,Karnataka,IN,415,2021/Daboia_russelii/139019735.jpeg,Daboia russelii,30
14403308,True,Craspedocephalus malabaricus,Maharashtra,IN,351,2018/Craspedocephalus_malabaricus/21423920.jpg,Craspedocephalus malabaricus,29
91622856,False,Naja naja,Karnataka,IN,985,2021/Naja_naja/151587405.jpeg,Naja naja,64
79818267,False,Indotyphlops braminus,Sinaloa,MX,742,2021/Indotyphlops_braminus/130767622.jpeg,Indotyphlops braminus,54
103087936,False,Dendrelaphis tristis,Tamil Nadu,IN,450,2021/Dendrelaphis_tristis/172459224.jpeg,Dendrelaphis tristis,36
92645938,True,Craspedocephalus malabaricus,Karnataka,IN,351,2021/Craspedocephalus_malabaricus/153433544.jpeg,Craspedocephalus malabaricus,29
65565602,False,Bungarus fasciatus,West Java,ID,223,2020/Bungarus_fasciatus/105551982.jpeg,Bungarus fasciatus,17
103442017,False,Platyceps rhodorachis,Ash Shariqah,AE,1147,2015/Platyceps_rhodorachis/173125408.jpeg,Platyceps rhodorachis,75
79287553,False,Daboia russelii,Tamil Nadu,IN,415,2017/Daboia_russelii/129849068.jpg,Daboia russelii,30
106144717,False,Hydrophis platurus,Oaxaca,MX,715,2022/Hydrophis_platurus/178256472.jpeg,Hydrophis platurus,50
67577860,False,Ahaetulla prasina,Phuket,TH,38,2009/Ahaetulla_prasina/109217448.jpg,Ahaetulla prasina,6
67078859,False,Ptyas mucosa,Taiwan,TW,1245,2020/Ptyas_mucosa/108285290.jpeg,Ptyas mucosa,83
61667027,False,Laticauda laticaudata,Taiwan,TW,780,2020/Laticauda_laticaudata/98701691.jpg,Laticauda laticaudata,56
