observation_id,endemic,binomial_name,country,code,class_id,file_path,label
42336221,True,Sinomicrurus macclellandi,Taiwan,TW,1338,2003/Sinomicrurus_macclellandi/67215293.jpg,Sinomicrurus macclellandi
42336221,True,Sinomicrurus macclellandi,Taiwan,TW,1338,2003/Sinomicrurus_macclellandi/67217259.jpg,Sinomicrurus macclellandi
42336227,False,Protobothrops mucrosquamatus,Taiwan,TW,1170,2003/Protobothrops_mucrosquamatus/67215333.jpg,Protobothrops mucrosquamatus
88384327,False,Malayopython reticulatus,Bali,ID,884,2003/Malayopython_reticulatus/145820140.jpg,Malayopython reticulatus
18402725,False,Dendrelaphis pictus,Siem Reap,KH,444,2003/Dendrelaphis_pictus/28128232.jpg,Dendrelaphis pictus
18402725,False,Dendrelaphis pictus,Siem Reap,KH,444,2003/Dendrelaphis_pictus/28128265.jpg,Dendrelaphis pictus
18443357,False,Fowlea piscator,Siem Reap,KH,624,2003/Fowlea_piscator/28196373.jpg,Fowlea piscator
18443358,False,Fowlea piscator,Siem Reap,KH,624,2003/Fowlea_piscator/28196375.jpg,Fowlea piscator
54738786,False,Daboia russelii,Maharashtra,IN,415,2003/Daboia_russelii/87118296.jpeg,Daboia russelii
19997347,False,Trimeresurus popeiorum,Mae Hong Son,TH,1478,2003/Trimeresurus_popeiorum/30865138.jpg,Trimeresurus popeiorum
4956391,False,Malayopython reticulatus,Lautem,TL,884,2003/Malayopython_reticulatus/6045696.jpeg,Malayopython reticulatus
54715074,False,Python molurus,Rajasthan,IN,1252,2003/Python_molurus/87078532.jpeg,Python molurus
54715074,False,Python molurus,Rajasthan,IN,1252,2003/Python_molurus/87078526.jpeg,Python molurus
67196333,False,Daboia russelii,Gujarat,IN,415,2004/Daboia_russelii/108506651.jpeg,Daboia russelii
67692740,False,Indotyphlops braminus,Florida,US,742,2004/Indotyphlops_braminus/109420839.jpeg,Indotyphlops braminus
97278166,False,Hydrophis curtus,Phangnga,TH,709,2004/Hydrophis_curtus/161739272.jpeg,Hydrophis curtus
35484505,False,Daboia russelii,Karnataka,IN,415,2004/Daboia_russelii/55955957.png,Daboia russelii
35484505,False,Daboia russelii,Karnataka,IN,415,2004/Daboia_russelii/55955960.png,Daboia russelii
4897338,False,Hydrophis platurus,Chinandega,NI,715,2004/Hydrophis_platurus/5957766.jpg,Hydrophis platurus
54747985,False,Lycodon aulicus,Maharashtra,IN,836,2004/Lycodon_aulicus/87132872.jpeg,Lycodon aulicus
54747985,False,Lycodon aulicus,Maharashtra,IN,836,2004/Lycodon_aulicus/87132886.jpeg,Lycodon aulicus
54747985,False,Lycodon aulicus,Maharashtra,IN,836,2004/Lycodon_aulicus/87132897.jpeg,Lycodon aulicus
37328308,False,Dendrelaphis pictus,Terengganu,MY,444,2004/Dendrelaphis_pictus/59156916.jpeg,Dendrelaphis pictus
35531598,False,Lycodon aulicus,Karnataka,IN,836,2004/Lycodon_aulicus/56036609.png,Lycodon aulicus
35531598,False,Lycodon aulicus,Karnataka,IN,836,2004/Lycodon_aulicus/56036627.png,Lycodon aulicus
69014013,False,Trimeresurus septentrionalis,Central Region,NP,1483,2004/Trimeresurus_septentrionalis/111890279.jpeg,Trimeresurus septentrionalis
69014013,False,Trimeresurus septentrionalis,Central Region,NP,1483,2004/Trimeresurus_septentrionalis/111890285.jpeg,Trimeresurus septentrionalis
69014013,False,Trimeresurus septentrionalis,Central Region,NP,1483,2004/Trimeresurus_septentrionalis/111890294.jpeg,Trimeresurus septentrionalis
32249934,False,Python bivittatus,Nakhon Nayok,TH,1249,2004/Python_bivittatus/50565612.jpg,Python bivittatus
9603862,False,Oligodon purpurascens,Central Kalimantan,ID,1042,2004/Oligodon_purpurascens/13102021.jpeg,Oligodon purpurascens
9603862,False,Oligodon purpurascens,Central Kalimantan,ID,1042,2004/Oligodon_purpurascens/13102070.jpeg,Oligodon purpurascens
54749142,False,Indotyphlops braminus,Maharashtra,IN,742,2004/Indotyphlops_braminus/87134907.jpeg,Indotyphlops braminus
54749142,False,Indotyphlops braminus,Maharashtra,IN,742,2004/Indotyphlops_braminus/87134887.jpeg,Indotyphlops braminus
54749142,False,Indotyphlops braminus,Maharashtra,IN,742,2004/Indotyphlops_braminus/87134912.jpeg,Indotyphlops braminus
31389393,False,Naja naja,Karnataka,IN,985,2004/Naja_naja/49122956.jpg,Naja naja
97693,False,Dendrelaphis pictus,Phongsali,LA,444,2004/Dendrelaphis_pictus/141852.jpg,Dendrelaphis pictus
92354,False,Ahaetulla prasina,Champasak,LA,38,2004/Ahaetulla_prasina/134562.jpg,Ahaetulla prasina
96551,False,Trimeresurus popeiorum,Phongsali,LA,1478,2004/Trimeresurus_popeiorum/140498.jpg,Trimeresurus popeiorum
96551,False,Trimeresurus popeiorum,Phongsali,LA,1478,2004/Trimeresurus_popeiorum/140499.jpg,Trimeresurus popeiorum
57902,False,Laticauda colubrina,Sabah,MY,778,2004/Laticauda_colubrina/90228.jpg,Laticauda colubrina
30909991,False,Calliophis nigrescens,Karnataka,IN,247,2004/Calliophis_nigrescens/48323140.jpg,Calliophis nigrescens
30909991,False,Calliophis nigrescens,Karnataka,IN,247,2004/Calliophis_nigrescens/48323134.jpg,Calliophis nigrescens
30909991,False,Calliophis nigrescens,Karnataka,IN,247,2004/Calliophis_nigrescens/48323126.jpg,Calliophis nigrescens
30912938,False,Ptyas mucosa,Karnataka,IN,1245,2004/Ptyas_mucosa/48328024.jpg,Ptyas mucosa
31391776,False,Ptyas mucosa,Karnataka,IN,1245,2004/Ptyas_mucosa/49126350.jpg,Ptyas mucosa
98260210,False,Naja naja,Karnataka,IN,985,2004/Naja_naja/163559488.jpeg,Naja naja
54812667,True,Craspedocephalus gramineus,Maharashtra,IN,349,2004/Craspedocephalus_gramineus/87238454.jpeg,Craspedocephalus gramineus
69149419,False,Ovophis monticola,Central Region,NP,1059,2004/Ovophis_monticola/112138638.jpeg,Ovophis monticola
69149419,False,Ovophis monticola,Central Region,NP,1059,2004/Ovophis_monticola/112138650.jpeg,Ovophis monticola
69149419,False,Ovophis monticola,Central Region,NP,1059,2004/Ovophis_monticola/112138652.jpeg,Ovophis monticola
69149424,False,Sibynophis collaris,Central Region,NP,1325,2004/Sibynophis_collaris/112138965.jpeg,Sibynophis collaris
69149424,False,Sibynophis collaris,Central Region,NP,1325,2004/Sibynophis_collaris/112138981.jpeg,Sibynophis collaris
69149424,False,Sibynophis collaris,Central Region,NP,1325,2004/Sibynophis_collaris/112138983.jpeg,Sibynophis collaris
69149424,False,Sibynophis collaris,Central Region,NP,1325,2004/Sibynophis_collaris/112138995.jpeg,Sibynophis collaris
69149424,False,Sibynophis collaris,Central Region,NP,1325,2004/Sibynophis_collaris/112138997.jpeg,Sibynophis collaris
102303448,False,Trimeresurus popeiorum,Sabah,MY,1478,2004/Trimeresurus_popeiorum/170981788.jpg,Trimeresurus popeiorum
1283957,False,Python molurus,Kerala,IN,1252,2004/Python_molurus/1610154.jpg,Python molurus
54816109,False,Dendrelaphis tristis,Maharashtra,IN,450,2004/Dendrelaphis_tristis/87244166.jpeg,Dendrelaphis tristis
54816111,False,Sibynophis subpunctatus,Maharashtra,IN,1328,2004/Sibynophis_subpunctatus/87244179.jpeg,Sibynophis subpunctatus
54816111,False,Sibynophis subpunctatus,Maharashtra,IN,1328,2004/Sibynophis_subpunctatus/87244181.jpeg,Sibynophis subpunctatus
54816111,False,Sibynophis subpunctatus,Maharashtra,IN,1328,2004/Sibynophis_subpunctatus/87244178.jpeg,Sibynophis subpunctatus
35483268,False,Laticauda colubrina,Sabah,MY,778,2004/Laticauda_colubrina/55953960.jpeg,Laticauda colubrina
35483289,False,Laticauda colubrina,Sabah,MY,778,2004/Laticauda_colubrina/55954073.jpeg,Laticauda colubrina
103073245,False,Ptyas mucosa,Central,LK,1245,2004/Ptyas_mucosa/172432454.jpg,Ptyas mucosa
86714824,False,Python bivittatus,Florida,US,1249,2004/Python_bivittatus/142897299.jpg,Python bivittatus
86714824,False,Python bivittatus,Florida,US,1249,2004/Python_bivittatus/142897326.jpg,Python bivittatus
18427085,False,Lycodon aulicus,Maharashtra,IN,836,2005/Lycodon_aulicus/28169718.jpg,Lycodon aulicus
18427086,False,Fowlea piscator,Maharashtra,IN,624,2005/Fowlea_piscator/28169745.jpg,Fowlea piscator
18427087,False,Naja naja,Maharashtra,IN,985,2005/Naja_naja/28169771.jpg,Naja naja
18427089,False,Naja naja,Maharashtra,IN,985,2005/Naja_naja/28169812.jpg,Naja naja
18427090,False,Ptyas mucosa,Maharashtra,IN,1245,2005/Ptyas_mucosa/28169862.jpg,Ptyas mucosa
49313079,False,Ptyas mucosa,Taiwan,TW,1245,2005/Ptyas_mucosa/78281458.jpeg,Ptyas mucosa
5202467,False,Acrochordus granulatus,East Nusa Tenggara,ID,13,2005/Acrochordus_granulatus/6422229.jpeg,Acrochordus granulatus
5202467,False,Acrochordus granulatus,East Nusa Tenggara,ID,13,2005/Acrochordus_granulatus/6422231.jpeg,Acrochordus granulatus
5202467,False,Acrochordus granulatus,East Nusa Tenggara,ID,13,2005/Acrochordus_granulatus/6422232.jpeg,Acrochordus granulatus
31393656,False,Ahaetulla oxyrhyncha,Tamil Nadu,IN,37,2005/Ahaetulla_oxyrhyncha/49130803.jpg,Ahaetulla oxyrhyncha
31393653,False,Coelognathus helena,Tamil Nadu,IN,314,2005/Coelognathus_helena/49130719.jpg,Coelognathus helena
31393658,False,Lycodon travancoricus,Tamil Nadu,IN,856,2005/Lycodon_travancoricus/49130835.jpg,Lycodon travancoricus
81626554,False,Dendrelaphis pictus,Pahang,MY,444,2005/Dendrelaphis_pictus/133892675.jpg,Dendrelaphis pictus
31393642,False,Fowlea piscator,Karnataka,IN,624,2005/Fowlea_piscator/49130477.jpg,Fowlea piscator
31393642,False,Fowlea piscator,Karnataka,IN,624,2005/Fowlea_piscator/49130496.jpg,Fowlea piscator
93449611,True,Oreocryptophis porphyraceus,Loei,TH,1056,2005/Oreocryptophis_porphyraceus/154865964.jpg,Oreocryptophis porphyraceus
12734038,False,Chrysopelea ornata,Pathum Thani,TH,304,2005/Chrysopelea_ornata/18445212.jpg,Chrysopelea ornata
12734038,False,Chrysopelea ornata,Pathum Thani,TH,304,2005/Chrysopelea_ornata/28581699.jpg,Chrysopelea ornata
12734038,False,Chrysopelea ornata,Pathum Thani,TH,304,2005/Chrysopelea_ornata/28581700.jpg,Chrysopelea ornata
31396168,False,Coelognathus helena,Karnataka,IN,314,2005/Coelognathus_helena/49132192.jpg,Coelognathus helena
37575039,False,Indotyphlops braminus,Belize,BZ,742,2005/Indotyphlops_braminus/59592638.jpeg,Indotyphlops braminus
5067502,False,Cerberus schneiderii,Bobonaro,TL,267,2005/Cerberus_schneiderii/6217715.jpeg,Cerberus schneiderii
5067502,False,Cerberus schneiderii,Bobonaro,TL,267,2005/Cerberus_schneiderii/6217718.jpeg,Cerberus schneiderii
5067502,False,Cerberus schneiderii,Bobonaro,TL,267,2005/Cerberus_schneiderii/6217720.jpeg,Cerberus schneiderii
59815,False,Psammophis schokari,Baladiyat ar Rayyan,QA,1190,2005/Psammophis_schokari/92775.jpg,Psammophis schokari
12734036,False,Chrysopelea ornata,Phra Nakhon Si Ayutthaya,TH,304,2005/Chrysopelea_ornata/18445207.jpg,Chrysopelea ornata
54818655,False,Dendrelaphis tristis,Maharashtra,IN,450,2005/Dendrelaphis_tristis/87248895.jpeg,Dendrelaphis tristis
35532065,False,Fowlea piscator,Karnataka,IN,624,2005/Fowlea_piscator/56037157.png,Fowlea piscator
95042468,False,Fowlea flavipunctatus,Nakhon Ratchasima,TH,622,2005/Fowlea_flavipunctatus/157735129.jpeg,Fowlea flavipunctatus
2630581,False,Python bivittatus,Sing Buri,TH,1249,2005/Python_bivittatus/2947667.JPG,Python bivittatus
2630581,False,Python bivittatus,Sing Buri,TH,1249,2005/Python_bivittatus/2947677.JPG,Python bivittatus
61193517,True,Elaphe taeniura,Shandong Sheng,CN,545,2005/Elaphe_taeniura/97896253.jpeg,Elaphe taeniura
61193517,True,Elaphe taeniura,Shandong Sheng,CN,545,2005/Elaphe_taeniura/97896249.jpeg,Elaphe taeniura
61193517,True,Elaphe taeniura,Shandong Sheng,CN,545,2005/Elaphe_taeniura/97896259.jpeg,Elaphe taeniura
61193517,True,Elaphe taeniura,Shandong Sheng,CN,545,2005/Elaphe_taeniura/97896265.jpeg,Elaphe taeniura
2653736,False,Fowlea flavipunctatus,Phetchaburi,TH,622,2005/Fowlea_flavipunctatus/2981593.JPG,Fowlea flavipunctatus
2653736,False,Fowlea flavipunctatus,Phetchaburi,TH,622,2005/Fowlea_flavipunctatus/2981611.JPG,Fowlea flavipunctatus
2653736,False,Fowlea flavipunctatus,Phetchaburi,TH,622,2005/Fowlea_flavipunctatus/2981614.JPG,Fowlea flavipunctatus
2653736,False,Fowlea flavipunctatus,Phetchaburi,TH,622,2005/Fowlea_flavipunctatus/2981629.JPG,Fowlea flavipunctatus
54824717,True,Craspedocephalus malabaricus,Kerala,IN,351,2005/Craspedocephalus_malabaricus/87258668.jpeg,Craspedocephalus malabaricus
71589038,False,Indotyphlops braminus,Mexico City,MX,742,2005/Indotyphlops_braminus/116577835.jpeg,Indotyphlops braminus
54825656,False,Ptyas mucosa,Maharashtra,IN,1245,2005/Ptyas_mucosa/87260222.jpeg,Ptyas mucosa
101554435,False,Hydrophis platurus,Colima,MX,715,2005/Hydrophis_platurus/169614198.jpg,Hydrophis platurus
39069413,False,Indotyphlops braminus,Sarawak,MY,742,2005/Indotyphlops_braminus/61992695.jpg,Indotyphlops braminus
95369556,False,Chrysopelea paradisi,Johor,MY,305,2005/Chrysopelea_paradisi/158319625.jpeg,Chrysopelea paradisi
1840178,False,Lycodon capucinus,Mimaropa,PH,838,2005/Lycodon_capucinus/2235892.jpg,Lycodon capucinus
1840178,False,Lycodon capucinus,Mimaropa,PH,838,2005/Lycodon_capucinus/2235893.jpg,Lycodon capucinus
1840178,False,Lycodon capucinus,Mimaropa,PH,838,2005/Lycodon_capucinus/2235894.jpg,Lycodon capucinus
1840178,False,Lycodon capucinus,Mimaropa,PH,838,2005/Lycodon_capucinus/2236067.jpg,Lycodon capucinus
18670788,False,Malayopython reticulatus,Nakhon Nayok,TH,884,2005/Malayopython_reticulatus/28582566.jpeg,Malayopython reticulatus
17070547,False,Python molurus,Uva,LK,1252,2006/Python_molurus/25835325.jpg,Python molurus
17070547,False,Python molurus,Uva,LK,1252,2006/Python_molurus/25835307.jpg,Python molurus
9773914,False,Python molurus,Rajasthan,IN,1252,2006/Python_molurus/13383964.jpg,Python molurus
104657150,False,Python molurus,Uttar Pradesh,IN,1252,2006/Python_molurus/175411097.jpeg,Python molurus
36441920,False,Ptyas mucosa,Central,LK,1245,2006/Ptyas_mucosa/57604005.jpg,Ptyas mucosa
10469007,False,Oligodon purpurascens,North Kalimantan,ID,1042,2006/Oligodon_purpurascens/14551474.jpg,Oligodon purpurascens
10469007,False,Oligodon purpurascens,North Kalimantan,ID,1042,2006/Oligodon_purpurascens/15632385.jpg,Oligodon purpurascens
11071707,False,Boiga cynodon,North Kalimantan,ID,150,2006/Boiga_cynodon/15625654.jpg,Boiga cynodon
9517113,False,Ahaetulla prasina,unknown,SG,38,2006/Ahaetulla_prasina/12973821.jpg,Ahaetulla prasina
9517113,False,Ahaetulla prasina,unknown,SG,38,2006/Ahaetulla_prasina/12973824.jpg,Ahaetulla prasina
10373453,False,Ahaetulla prasina,North Kalimantan,ID,38,2006/Ahaetulla_prasina/14395049.jpg,Ahaetulla prasina
42095335,False,Laticauda laticaudata,Central Visayas,PH,780,2006/Laticauda_laticaudata/66814932.jpg,Laticauda laticaudata
42095335,False,Laticauda laticaudata,Central Visayas,PH,780,2006/Laticauda_laticaudata/66814910.jpg,Laticauda laticaudata
79725247,False,Indotyphlops braminus,Florida,US,742,2006/Indotyphlops_braminus/130607403.jpg,Indotyphlops braminus
18670462,False,Xenopeltis unicolor,Pathum Thani,TH,1559,2006/Xenopeltis_unicolor/28582011.jpeg,Xenopeltis unicolor
54828726,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/87264934.jpeg,Echis carinatus
54828726,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/87264929.jpeg,Echis carinatus
54828726,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/87264927.jpeg,Echis carinatus
102018117,False,Indotyphlops braminus,Florida,US,742,2006/Indotyphlops_braminus/170458423.jpeg,Indotyphlops braminus
32108708,False,Ptyas mucosa,Taiwan,TW,1245,2006/Ptyas_mucosa/50327746.jpeg,Ptyas mucosa
32108708,False,Ptyas mucosa,Taiwan,TW,1245,2006/Ptyas_mucosa/50327758.jpeg,Ptyas mucosa
37315794,False,Echis carinatus,Ash Shariqah,AE,521,2006/Echis_carinatus/59128746.jpg,Echis carinatus
12570108,False,Dendrelaphis pictus,Pathum Thani,TH,444,2006/Dendrelaphis_pictus/18163116.jpg,Dendrelaphis pictus
12570108,False,Dendrelaphis pictus,Pathum Thani,TH,444,2006/Dendrelaphis_pictus/28581717.jpeg,Dendrelaphis pictus
12570108,False,Dendrelaphis pictus,Pathum Thani,TH,444,2006/Dendrelaphis_pictus/28581719.jpeg,Dendrelaphis pictus
66942196,False,Laticauda colubrina,Taiwan,TW,778,2006/Laticauda_colubrina/108034512.jpeg,Laticauda colubrina
27024357,False,Malayopython reticulatus,Surat Thani,TH,884,2006/Malayopython_reticulatus/42003645.jpeg,Malayopython reticulatus
99398304,False,Ahaetulla prasina,Sabah,MY,38,2006/Ahaetulla_prasina/165683421.jpeg,Ahaetulla prasina
99398304,False,Ahaetulla prasina,Sabah,MY,38,2006/Ahaetulla_prasina/165683440.jpeg,Ahaetulla prasina
21769617,False,Indotyphlops braminus,Taiwan,TW,742,2006/Indotyphlops_braminus/33718155.jpg,Indotyphlops braminus
96482079,False,Gonyosoma oxycephalum,Rayong,TH,655,2006/Gonyosoma_oxycephalum/160292940.jpeg,Gonyosoma oxycephalum
54837215,False,Lycodon aulicus,Maharashtra,IN,836,2006/Lycodon_aulicus/87278282.jpeg,Lycodon aulicus
56302724,False,Pareas carinatus,West Java,ID,1094,2006/Pareas_carinatus/89715066.jpg,Pareas carinatus
14094805,False,Homalopsis buccata,Aceh,ID,697,2006/Homalopsis_buccata/20871297.jpg,Homalopsis buccata
14094805,False,Homalopsis buccata,Aceh,ID,697,2006/Homalopsis_buccata/20883510.jpg,Homalopsis buccata
16676318,False,Ptyas dhumnades,Taipei,TW,1241,2006/Ptyas_dhumnades/25148835.jpeg,Ptyas dhumnades
50067300,False,Hydrophis platurus,Carazo,NI,715,2006/Hydrophis_platurus/79500697.jpeg,Hydrophis platurus
49560369,False,Boiga trigonata,Tamil Nadu,IN,166,2006/Boiga_trigonata/78677998.jpeg,Boiga trigonata
49560369,False,Boiga trigonata,Tamil Nadu,IN,166,2006/Boiga_trigonata/78678089.jpeg,Boiga trigonata
49560369,False,Boiga trigonata,Tamil Nadu,IN,166,2006/Boiga_trigonata/78678189.jpg,Boiga trigonata
122665,False,Indotyphlops braminus,Texas,US,742,2006/Indotyphlops_braminus/174842.jpg,Indotyphlops braminus
32263916,False,Protobothrops mucrosquamatus,Taipei,TW,1170,2006/Protobothrops_mucrosquamatus/50588849.jpeg,Protobothrops mucrosquamatus
29519315,True,Craspedocephalus gramineus,Maharashtra,IN,349,2006/Craspedocephalus_gramineus/46073731.jpg,Craspedocephalus gramineus
32631406,False,Laticauda colubrina,Bali,ID,778,2006/Laticauda_colubrina/51196964.jpg,Laticauda colubrina
32631406,False,Laticauda colubrina,Bali,ID,778,2006/Laticauda_colubrina/51197165.jpeg,Laticauda colubrina
32631406,False,Laticauda colubrina,Bali,ID,778,2006/Laticauda_colubrina/51197167.jpg,Laticauda colubrina
104133164,False,Malayopython reticulatus,Kedah,MY,884,2006/Malayopython_reticulatus/174451893.jpeg,Malayopython reticulatus
13257676,False,Fowlea flavipunctatus,Taiwan,TW,622,2006/Fowlea_flavipunctatus/19401860.jpeg,Fowlea flavipunctatus
9118229,False,Coelognathus radiatus,Tsuen Wan,HK,315,2006/Coelognathus_radiatus/12320600.jpg,Coelognathus radiatus
50001564,False,Boiga cynodon,Sarawak,MY,150,2006/Boiga_cynodon/79391491.jpg,Boiga cynodon
6464916,False,Laticauda colubrina,Shefa,VU,778,2006/Laticauda_colubrina/8173682.jpeg,Laticauda colubrina
18414538,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/28147914.jpeg,Echis carinatus
79726646,False,Python bivittatus,Florida,US,1249,2006/Python_bivittatus/130609710.jpg,Python bivittatus
18425977,False,Bungarus caeruleus,Maharashtra,IN,220,2006/Bungarus_caeruleus/28168044.jpeg,Bungarus caeruleus
